epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,6.44759,1.5722,5.16199,1.44248,0.00155,0.27143,0.05073,0.02669,1.14391,4.17611,1.11793,7e-05,7e-05,7e-05
2,8.98695,1.44118,4.50349,1.21648,0.00366,0.27143,0.12619,0.07023,1.08341,4.10638,1.12689,0.000148515,0.000148515,0.000148515
3,11.0304,1.35097,4.05461,1.20693,0.00688,0.27143,0.1119,0.06066,1.0856,3.90431,1.07699,0.000225446,0.000225446,0.000225446
4,13.0501,1.33778,3.28305,1.14477,0.00812,0.39286,0.16824,0.07475,1.16994,3.89974,1.09428,0.000300793,0.000300793,0.000300793
5,15.0431,1.27366,2.91898,1.15003,0.00653,0.39286,0.13703,0.07187,1.13395,3.79253,1.13006,0.000374556,0.000374556,0.000374556
6,17.0938,1.17425,2.68968,1.13806,0.00259,0.26429,0.10456,0.06176,1.09593,3.81735,1.16043,0.000446735,0.000446735,0.000446735
7,19.0901,1.30062,2.87329,1.15958,0.00301,0.40238,0.14482,0.08512,1.16457,3.67826,1.20262,0.00051733,0.00051733,0.00051733
8,21.1039,1.18325,2.6122,1.12835,0.83751,0.20476,0.19486,0.1296,1.12073,3.48065,1.23079,0.000586341,0.000586341,0.000586341
9,23.1469,1.31303,3.07918,1.26443,0.00287,0.36905,0.17585,0.1148,1.16706,3.48233,1.21397,0.000653768,0.000653768,0.000653768
10,25.1413,1.05558,2.30289,1.15481,0.00297,0.53571,0.29539,0.1953,1.21057,3.41507,1.19525,0.000719611,0.000719611,0.000719611
11,27.2304,1.12135,2.11013,1.11708,1,0.05681,0.33409,0.22964,1.15133,3.08427,1.18709,0.00078387,0.00078387,0.00078387
12,29.2118,1.09616,2.16805,1.1546,0.93454,0.15714,0.43299,0.26158,1.11707,2.805,1.18423,0.000846545,0.000846545,0.000846545
13,31.3103,1.16323,2.04991,1.14462,0.84529,0.26736,0.45925,0.29069,1.10967,2.3971,1.15682,0.0008812,0.0008812,0.0008812
14,33.3638,1.17882,1.8987,1.13325,0.83822,0.20476,0.36996,0.26408,1.06155,2.44486,1.10788,0.0008713,0.0008713,0.0008713
15,35.4164,1.0816,1.79689,1.11438,0.86429,0.27547,0.41744,0.28908,0.98809,2.19558,1.06645,0.0008614,0.0008614,0.0008614
16,37.3904,1.18821,2.05333,1.10974,0.83822,0.5061,0.54335,0.37699,1.06554,1.87885,1.11961,0.0008515,0.0008515,0.0008515
