epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,42.4478,1.11033,1.78905,1.08186,0.82093,0.63857,0.80552,0.56814,1.16736,1.54808,1.21088,0.0008614,0.0008614,0.0008614
16,45.0109,1.02992,1.69824,1.05913,0.76774,0.72824,0.78245,0.53029,1.08528,1.69773,1.14516,0.0008515,0.0008515,0.0008515
17,47.4314,1.02851,1.75722,1.07451,0.75778,0.78295,0.79103,0.55416,1.04193,1.51508,1.12595,0.0008416,0.0008416,0.0008416
18,49.951,1.04431,1.72628,1.12489,0.73417,0.69784,0.78413,0.52056,1.09654,1.58073,1.13401,0.0008317,0.0008317,0.0008317
19,52.3792,1.08006,1.5728,1.07248,0.63275,0.74867,0.73732,0.47809,1.1426,1.6291,1.16347,0.0008218,0.0008218,0.0008218
20,54.8746,1.02311,1.77351,1.0847,0.69695,0.69985,0.773,0.53322,1.23067,1.41247,1.23083,0.0008119,0.0008119,0.0008119
21,57.381,1.10276,1.60177,1.10151,0.77413,0.64169,0.76293,0.50493,1.18838,1.51805,1.2239,0.000802,0.000802,0.000802
22,59.8929,1.08106,1.67844,1.11113,0.65346,0.8218,0.6734,0.45835,1.14042,1.88026,1.19607,0.0007921,0.0007921,0.0007921
23,62.3724,1.0581,1.55333,1.11373,0.6669,0.79611,0.82062,0.58765,1.13345,1.52908,1.19441,0.0007822,0.0007822,0.0007822
24,64.9308,0.98378,1.44479,1.067,0.86688,0.77625,0.84456,0.61031,1.03429,1.29101,1.14428,0.0007723,0.0007723,0.0007723
25,67.4544,0.96595,1.36413,1.07346,0.68912,0.88812,0.82292,0.58378,0.96866,1.25391,1.09382,0.0007624,0.0007624,0.0007624
26,69.9385,1.00385,1.47276,1.0501,0.95575,0.80545,0.8874,0.67148,0.86217,0.85174,1.05248,0.0007525,0.0007525,0.0007525
27,72.6527,0.98475,1.36116,1.07349,0.93342,0.89005,0.90684,0.68564,0.94208,0.89632,1.08838,0.0007426,0.0007426,0.0007426
28,75.2707,0.98799,1.36462,1.08681,0.90426,0.7964,0.86523,0.64485,1.014,0.98779,1.12179,0.0007327,0.0007327,0.0007327
29,77.7053,0.95183,1.34747,1.0768,0.89971,0.80564,0.87336,0.64942,0.96373,0.9512,1.09747,0.0007228,0.0007228,0.0007228
30,80.2172,0.9693,1.35017,1.09223,0.79906,0.92914,0.90566,0.69677,0.91807,0.90603,1.07833,0.0007129,0.0007129,0.0007129
31,82.7239,0.93775,1.25353,1.05017,0.90501,0.92192,0.91192,0.69367,0.94991,0.83232,1.08252,0.000703,0.000703,0.000703
32,85.2237,0.87716,1.18869,1.00237,0.86112,0.93175,0.91317,0.73923,0.86128,0.82499,1.0507,0.0006931,0.0006931,0.0006931
33,88.3215,0.90883,1.16038,1.00703,0.8318,0.91455,0.88094,0.70755,0.85964,0.81123,1.06374,0.0006832,0.0006832,0.0006832
34,90.7854,0.89491,1.13134,1.00889,0.88026,0.87866,0.88397,0.70993,0.84473,0.76815,1.06486,0.0006733,0.0006733,0.0006733
35,93.2185,0.83693,1.13563,1.01541,0.91592,0.83931,0.90216,0.73968,0.80658,0.76451,1.05503,0.0006634,0.0006634,0.0006634
36,96.061,0.86772,1.12438,1.02577,0.87495,0.90179,0.90244,0.71598,0.85283,0.73354,1.07179,0.0006535,0.0006535,0.0006535
37,98.5754,0.88714,1.12579,1.00799,0.9279,0.8246,0.90079,0.68889,0.91641,0.77632,1.08683,0.0006436,0.0006436,0.0006436
38,101.082,0.88774,1.1448,1.02624,0.94399,0.86627,0.89854,0.66597,0.9011,0.81916,1.05836,0.0006337,0.0006337,0.0006337
39,103.557,0.8264,1.12771,0.99688,0.8943,0.88574,0.88552,0.66563,0.89343,0.82937,1.04075,0.0006238,0.0006238,0.0006238
40,106.164,0.8743,1.0748,0.99949,0.86144,0.91164,0.91667,0.71828,0.88698,0.75273,1.04859,0.0006139,0.0006139,0.0006139
41,108.603,0.91326,1.03505,1.02098,0.95065,0.88382,0.90712,0.70994,0.83699,0.69199,1.03708,0.000604,0.000604,0.000604
42,111.171,0.83168,1.01416,1.00746,0.96137,0.88901,0.89537,0.69161,0.83652,0.73855,1.03283,0.0005941,0.0005941,0.0005941
43,113.595,0.87682,1.11677,1.02074,0.88069,0.86314,0.87349,0.6806,0.88066,0.82008,1.03949,0.0005842,0.0005842,0.0005842
44,116.12,0.79932,0.99071,0.98616,0.95009,0.80946,0.87608,0.6904,0.87905,0.71701,1.0596,0.0005743,0.0005743,0.0005743
45,118.489,0.80679,0.97488,0.98738,0.91417,0.88662,0.89241,0.69628,0.80853,0.71613,1.04057,0.0005644,0.0005644,0.0005644
46,120.901,0.82816,0.97687,0.98504,0.89784,0.84066,0.88969,0.71767,0.76927,0.73614,1.03072,0.0005545,0.0005545,0.0005545
47,123.33,0.83556,0.98163,1.00522,0.90489,0.8642,0.89869,0.68479,0.86131,0.7326,1.04555,0.0005446,0.0005446,0.0005446
48,125.823,0.76069,0.9231,0.96584,0.8846,0.88933,0.91372,0.65468,1.01256,0.89726,1.11414,0.0005347,0.0005347,0.0005347
49,128.288,0.77359,0.91483,0.95521,0.90116,0.90476,0.91484,0.68916,0.95002,0.76816,1.09409,0.0005248,0.0005248,0.0005248
50,130.697,0.80602,0.9038,0.98376,0.90244,0.90794,0.90595,0.71249,0.84254,0.74529,1.05735,0.0005149,0.0005149,0.0005149
51,133.152,0.85784,0.99093,1.03342,0.84089,0.88476,0.87595,0.68428,0.84594,0.8278,1.05342,0.000505,0.000505,0.000505
52,135.723,0.76455,0.91656,0.97679,0.90729,0.88394,0.89711,0.75219,0.72727,0.79881,1.02117,0.0004951,0.0004951,0.0004951
53,138.169,0.73812,0.85888,0.94887,0.90471,0.86273,0.90202,0.73295,0.72376,0.74069,1.01885,0.0004852,0.0004852,0.0004852
54,140.647,0.71537,0.87413,0.94203,0.88274,0.91747,0.91335,0.69762,0.89752,0.79042,1.04465,0.0004753,0.0004753,0.0004753
55,143.084,0.79812,0.89998,0.99196,0.87002,0.92863,0.91047,0.69425,0.90044,0.77547,1.04588,0.0004654,0.0004654,0.0004654
56,145.519,0.78689,0.89918,0.98526,0.90944,0.90346,0.90918,0.73237,0.74496,0.6994,1.01356,0.0004555,0.0004555,0.0004555
57,147.963,0.74716,0.86627,0.95823,0.919,0.88931,0.90961,0.7335,0.69306,0.6181,1.00802,0.0004456,0.0004456,0.0004456
58,150.366,0.73798,0.83938,0.95169,0.89057,0.89008,0.89781,0.73053,0.71096,0.57584,1.01142,0.0004357,0.0004357,0.0004357
59,152.861,0.71451,0.81422,0.9496,0.87016,0.89008,0.89501,0.73132,0.71489,0.60142,1.01229,0.0004258,0.0004258,0.0004258
60,155.274,0.73839,0.87164,0.95277,0.88558,0.88485,0.88859,0.74104,0.67553,0.62799,1.01281,0.0004159,0.0004159,0.0004159
61,157.699,0.73684,0.84581,0.95978,0.90756,0.90327,0.90739,0.74647,0.73157,0.60911,1.01066,0.000406,0.000406,0.000406
62,160.041,0.65777,0.79139,0.92134,0.92871,0.89357,0.90664,0.75103,0.73347,0.65906,1.00272,0.0003961,0.0003961,0.0003961
63,162.463,0.69926,0.75907,0.92969,0.93144,0.89008,0.89679,0.73198,0.76695,0.67956,1.01558,0.0003862,0.0003862,0.0003862
64,164.877,0.67718,0.76002,0.94763,0.92497,0.86496,0.88672,0.73311,0.75637,0.78092,1.01855,0.0003763,0.0003763,0.0003763
65,167.309,0.71078,0.81151,0.97804,0.92927,0.86278,0.89369,0.7282,0.72435,0.7263,1.00055,0.0003664,0.0003664,0.0003664
66,169.779,0.71787,0.77879,0.95021,0.93803,0.86733,0.89784,0.76456,0.64372,0.63837,0.97979,0.0003565,0.0003565,0.0003565
67,172.168,0.67632,0.75085,0.9525,0.92852,0.86904,0.89561,0.76999,0.6179,0.63495,0.97535,0.0003466,0.0003466,0.0003466
68,174.602,0.68224,0.78195,0.96625,0.9212,0.88129,0.88722,0.74285,0.66933,0.66333,0.98346,0.0003367,0.0003367,0.0003367
69,177.012,0.6495,0.76816,0.91284,0.93472,0.89008,0.90514,0.75876,0.6662,0.61153,0.98282,0.0003268,0.0003268,0.0003268
70,179.494,0.75348,0.82694,0.99059,0.93861,0.88796,0.89884,0.75159,0.63493,0.61143,0.97939,0.0003169,0.0003169,0.0003169
71,181.855,0.66868,0.71897,0.9159,0.93319,0.89008,0.89832,0.75909,0.6256,0.59421,0.97903,0.000307,0.000307,0.000307
72,184.524,0.61383,0.69802,0.91784,0.92049,0.89008,0.89914,0.75527,0.67804,0.63645,0.982,0.0002971,0.0002971,0.0002971
73,186.928,0.63978,0.72779,0.9518,0.92189,0.89008,0.91094,0.75063,0.70057,0.69414,0.99064,0.0002872,0.0002872,0.0002872
74,189.399,0.67496,0.75449,0.94612,0.93233,0.89008,0.91131,0.74396,0.70466,0.66106,0.99046,0.0002773,0.0002773,0.0002773
75,191.827,0.61674,0.68747,0.90343,0.94657,0.8989,0.9189,0.76864,0.65427,0.61318,0.98383,0.0002674,0.0002674,0.0002674
76,194.372,0.59392,0.6594,0.91882,0.94648,0.89375,0.9183,0.77775,0.62361,0.58235,0.97264,0.0002575,0.0002575,0.0002575
77,196.728,0.64106,0.70135,0.90985,0.93705,0.89508,0.91894,0.7731,0.6342,0.57915,0.97485,0.0002476,0.0002476,0.0002476
78,199.067,0.65065,0.73251,0.93125,0.92915,0.8973,0.92168,0.77648,0.63949,0.59821,0.97394,0.0002377,0.0002377,0.0002377
79,201.448,0.63169,0.69136,0.92356,0.93213,0.89514,0.92184,0.76894,0.66243,0.58858,0.97439,0.0002278,0.0002278,0.0002278
80,203.932,0.62872,0.66844,0.92138,0.93805,0.89491,0.92196,0.7721,0.68428,0.58138,0.97912,0.0002179,0.0002179,0.0002179
81,206.494,0.60479,0.69957,0.91041,0.93671,0.89729,0.92002,0.7675,0.66236,0.57312,0.97603,0.000208,0.000208,0.000208
82,208.935,0.65163,0.68895,0.94373,0.92667,0.90592,0.92006,0.7672,0.64973,0.56889,0.97243,0.0001981,0.0001981,0.0001981
83,211.463,0.62189,0.71055,0.93213,0.91613,0.90949,0.91985,0.75949,0.65779,0.59314,0.97382,0.0001882,0.0001882,0.0001882
84,213.954,0.55372,0.66809,0.88097,0.92423,0.89868,0.90955,0.74011,0.64937,0.56701,0.975,0.0001783,0.0001783,0.0001783
85,216.418,0.62062,0.67162,0.92972,0.93066,0.8924,0.9174,0.74342,0.63675,0.58136,0.97282,0.0001684,0.0001684,0.0001684
86,218.84,0.55345,0.66364,0.90378,0.92562,0.8925,0.91808,0.77598,0.61754,0.58059,0.96788,0.0001585,0.0001585,0.0001585
87,221.289,0.56654,0.70236,0.89415,0.93068,0.89232,0.91797,0.78297,0.61462,0.58818,0.96554,0.0001486,0.0001486,0.0001486
88,223.727,0.57339,0.62882,0.91261,0.92621,0.89619,0.91979,0.77856,0.63568,0.60435,0.96678,0.0001387,0.0001387,0.0001387
89,226.169,0.56877,0.66356,0.91527,0.91661,0.89008,0.91273,0.78367,0.63494,0.60757,0.96285,0.0001288,0.0001288,0.0001288
90,228.577,0.58453,0.66404,0.90851,0.92065,0.89008,0.91293,0.77575,0.60875,0.58684,0.95497,0.0001189,0.0001189,0.0001189
91,263.332,0.52241,0.72387,0.8991,0.92435,0.88714,0.9084,0.77712,0.5892,0.54252,0.94999,0.000109,0.000109,0.000109
92,266.374,0.5411,0.73934,0.90761,0.91012,0.88681,0.90781,0.77907,0.5816,0.52275,0.9476,9.91e-05,9.91e-05,9.91e-05
93,268.923,0.54988,0.75661,0.89481,0.90426,0.88652,0.90705,0.77355,0.58523,0.51859,0.94969,8.92e-05,8.92e-05,8.92e-05
94,271.295,0.50363,0.70986,0.87226,0.96506,0.84681,0.90686,0.78388,0.58043,0.5248,0.95075,7.93e-05,7.93e-05,7.93e-05
95,273.698,0.52818,0.72514,0.89127,0.95816,0.84841,0.90772,0.79272,0.57885,0.52547,0.95157,6.94e-05,6.94e-05,6.94e-05
96,276.146,0.49172,0.68331,0.86556,0.90653,0.88613,0.91213,0.79368,0.57442,0.53705,0.95118,5.95e-05,5.95e-05,5.95e-05
97,278.609,0.50956,0.71435,0.8838,0.91317,0.88655,0.91236,0.79497,0.57776,0.55096,0.95075,4.96e-05,4.96e-05,4.96e-05
98,281.008,0.51975,0.74368,0.88045,0.91701,0.88668,0.91267,0.79899,0.58032,0.55936,0.95019,3.97e-05,3.97e-05,3.97e-05
99,283.442,0.49647,0.67325,0.89043,0.92046,0.88695,0.91242,0.79718,0.57973,0.55678,0.94953,2.98e-05,2.98e-05,2.98e-05
100,285.903,0.49341,0.70214,0.87433,0.92398,0.88725,0.91193,0.79216,0.57043,0.55192,0.94777,1.99e-05,1.99e-05,1.99e-05
