epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,13.715,2.56897,6.49634,1.95642,0.00021,0.06667,0.00316,0.0008,2.07158,4.72432,1.75173,0.0002,0.0002,0.0002
2,18.1509,2.48619,5.62623,1.73857,0.00065,0.275,0.04636,0.01795,2.42876,4.55554,1.70303,0.000408416,0.000408416,0.000408416
3,22.0863,2.47551,5.30673,1.60572,0.00114,0.45,0.01427,0.00286,2.56624,4.46281,1.73754,0.000612625,0.000612625,0.000612625
4,25.8072,2.2804,4.64247,1.5725,1,0.16105,0.18584,0.11904,2.65389,4.32275,1.96702,0.000812626,0.000812626,0.000812626
5,29.9192,2.20649,5.87427,1.51832,0.4792,0.20833,0.28241,0.17716,2.45751,4.04473,1.9675,0.00100842,0.00100842,0.00100842
6,33.8303,2.26915,4.40797,1.60481,0.59501,0.20833,0.24172,0.14907,2.4744,4.13401,1.92696,0.00118812,0.00118812,0.00118812
7,38.0054,2.17919,4.28695,1.6023,0.8293,0.10833,0.33613,0.16683,2.43755,3.72439,2.00725,0.00117575,0.00117575,0.00117575
8,41.5209,2.15463,3.81253,1.62669,0.46462,0.45,0.38593,0.18103,2.39867,3.2404,1.93563,0.00116337,0.00116337,0.00116337
9,45.2957,2.09431,3.60091,1.5841,0.4774,0.53008,0.48746,0.21642,2.30464,2.94788,1.88928,0.001151,0.001151,0.001151
10,49.1935,2.14356,3.38475,1.60975,0.47422,0.54346,0.50542,0.19976,2.26475,2.87631,1.74724,0.00113863,0.00113863,0.00113863
11,53.5029,2.166,3.75922,1.64277,0.55324,0.42181,0.39647,0.15883,2.34362,2.84833,1.92792,0.00112625,0.00112625,0.00112625
12,58.0621,2.10552,3.34856,1.60776,0.29242,0.4,0.25465,0.10279,2.48119,3.16181,2.13178,0.00111388,0.00111388,0.00111388
13,61.9517,2.20504,3.19186,1.6415,0.44142,0.33333,0.37344,0.17194,2.27505,2.98374,1.91187,0.0011015,0.0011015,0.0011015
14,65.8908,2.00342,3.06558,1.49822,0.59188,0.49167,0.49733,0.21863,2.18881,2.9139,1.93524,0.00108913,0.00108913,0.00108913
15,69.9753,2.04803,2.73948,1.515,0.58623,0.73398,0.58485,0.27217,2.15272,3.03003,1.84732,0.00107675,0.00107675,0.00107675
16,73.7158,1.93774,2.72533,1.48707,0.48042,0.54167,0.55516,0.30204,2.10514,2.43272,1.83395,0.00106437,0.00106437,0.00106437
