epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
72,286.055,1.06885,0.92823,1.08207,0.60933,0.84405,0.76248,0.50487,1.35525,1.13054,1.27567,0.0002971,0.0002971,0.0002971
73,289.792,1.03849,0.96476,1.07085,0.61148,0.81504,0.75217,0.50475,1.32175,1.14082,1.24469,0.0002872,0.0002872,0.0002872
74,293.497,1.03088,0.93699,1.05673,0.59437,0.83115,0.76688,0.504,1.33865,1.13535,1.24546,0.0002773,0.0002773,0.0002773
75,297.279,0.96314,0.88659,1.05123,0.57921,0.88875,0.76449,0.51474,1.34031,1.13391,1.25829,0.0002674,0.0002674,0.0002674
76,301.04,1.0396,0.95091,1.07353,0.57565,0.85595,0.75519,0.5046,1.31578,1.15776,1.2521,0.0002575,0.0002575,0.0002575
77,304.794,1.04105,0.90921,1.05621,0.61352,0.86786,0.77793,0.51713,1.33015,1.15315,1.27446,0.0002476,0.0002476,0.0002476
78,308.539,1.00192,0.88342,1.05739,0.62507,0.89563,0.77754,0.50599,1.3682,1.16328,1.30093,0.0002377,0.0002377,0.0002377
79,312.223,1.00721,0.92632,1.05815,0.61028,0.90706,0.78266,0.53039,1.34668,1.1403,1.28261,0.0002278,0.0002278,0.0002278
80,315.955,0.9865,0.89525,1.0546,0.62036,0.87073,0.77181,0.52522,1.34902,1.14048,1.3008,0.0002179,0.0002179,0.0002179
81,319.747,0.97988,0.91895,1.04363,0.64699,0.81721,0.78233,0.55577,1.32291,1.13845,1.2726,0.000208,0.000208,0.000208
82,323.535,0.98384,0.92393,1.04101,0.67454,0.80083,0.76826,0.52875,1.33389,1.14431,1.28078,0.0001981,0.0001981,0.0001981
83,327.264,0.97893,0.86033,1.04367,0.64406,0.80826,0.77332,0.53958,1.32747,1.15607,1.28185,0.0001882,0.0001882,0.0001882
84,331.003,1.02501,0.91528,1.03555,0.58829,0.86228,0.77348,0.55811,1.30251,1.11968,1.26868,0.0001783,0.0001783,0.0001783
85,334.779,0.94919,0.85307,1.04162,0.61556,0.79224,0.76041,0.54267,1.30591,1.11844,1.27235,0.0001684,0.0001684,0.0001684
86,338.56,0.99511,0.8905,1.04943,0.6357,0.78574,0.74942,0.53419,1.31859,1.12291,1.27735,0.0001585,0.0001585,0.0001585
87,342.472,0.96028,0.85617,1.04373,0.6511,0.77226,0.76477,0.52694,1.31548,1.09773,1.27287,0.0001486,0.0001486,0.0001486
88,346.181,0.99828,0.90965,1.05736,0.65591,0.78978,0.7586,0.52022,1.31824,1.07774,1.26279,0.0001387,0.0001387,0.0001387
89,349.999,0.98721,0.88813,1.06033,0.65412,0.80255,0.76122,0.50868,1.31968,1.08016,1.26275,0.0001288,0.0001288,0.0001288
90,353.679,0.94003,0.87553,1.01453,0.63934,0.85857,0.77517,0.51696,1.31963,1.07977,1.26312,0.0001189,0.0001189,0.0001189
91,385.42,0.92869,0.92461,1.06463,0.6538,0.85615,0.78321,0.52273,1.31395,1.09838,1.25682,0.000109,0.000109,0.000109
92,389.298,0.90753,0.89301,1.02666,0.64104,0.83442,0.7746,0.52226,1.31644,1.12411,1.26763,9.91e-05,9.91e-05,9.91e-05
93,393.02,0.9244,0.9015,1.0283,0.61503,0.8685,0.77647,0.52327,1.32972,1.12981,1.27633,8.92e-05,8.92e-05,8.92e-05
94,396.754,0.89505,0.88111,1.03035,0.58647,0.87123,0.76907,0.51395,1.3359,1.13608,1.275,7.93e-05,7.93e-05,7.93e-05
95,400.409,0.91272,0.89365,1.04178,0.58928,0.86927,0.77317,0.54102,1.33018,1.1341,1.27255,6.94e-05,6.94e-05,6.94e-05
96,404.119,0.91137,0.87379,1.03022,0.59764,0.85368,0.76975,0.54298,1.32939,1.13141,1.27491,5.95e-05,5.95e-05,5.95e-05
97,407.909,0.87559,0.88368,1.0246,0.59867,0.85477,0.77106,0.53229,1.33546,1.13683,1.28506,4.96e-05,4.96e-05,4.96e-05
98,411.587,0.89778,0.8853,1.01061,0.60929,0.85666,0.76341,0.52557,1.34966,1.1364,1.29321,3.97e-05,3.97e-05,3.97e-05
99,415.42,0.92453,0.87452,1.05812,0.60963,0.82554,0.76251,0.53626,1.35114,1.14623,1.29108,2.98e-05,2.98e-05,2.98e-05
100,419.109,0.88775,0.87432,1.03605,0.62201,0.8113,0.76778,0.54476,1.35131,1.14171,1.29161,1.99e-05,1.99e-05,1.99e-05
