epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
73,266.995,1.37233,1.10319,1.19834,0.83979,0.66294,0.67796,0.39615,1.82507,1.2868,1.59985,0.000359,0.000359,0.000359
74,270.668,1.38875,1.15387,1.19871,0.72525,0.69492,0.70374,0.41259,1.81778,1.24995,1.59702,0.000346625,0.000346625,0.000346625
75,274.012,1.24694,1.10081,1.12244,0.66175,0.8,0.72238,0.42547,1.76803,1.2596,1.58969,0.00033425,0.00033425,0.00033425
76,277.522,1.26854,1.10753,1.16961,0.73965,0.78324,0.74741,0.41803,1.79881,1.2271,1.57664,0.000321875,0.000321875,0.000321875
77,280.857,1.13662,1.06059,1.11155,0.73469,0.758,0.77164,0.41623,1.82456,1.20185,1.56544,0.0003095,0.0003095,0.0003095
78,284.39,1.31279,1.11329,1.20471,0.77145,0.75057,0.78918,0.43424,1.82687,1.16584,1.53895,0.000297125,0.000297125,0.000297125
79,287.769,1.24506,1.00224,1.13459,0.76276,0.75833,0.76955,0.43996,1.83892,1.12559,1.5412,0.00028475,0.00028475,0.00028475
80,291.265,1.22882,1.099,1.18572,0.76252,0.73436,0.75083,0.41475,1.84399,1.13499,1.57223,0.000272375,0.000272375,0.000272375
81,294.756,1.16648,0.98763,1.09613,0.78685,0.71281,0.75261,0.40301,1.8359,1.19253,1.59048,0.00026,0.00026,0.00026
82,298.214,1.26678,1.0534,1.14441,0.77221,0.68256,0.74479,0.4009,1.79586,1.23125,1.58206,0.000247625,0.000247625,0.000247625
83,301.66,1.19941,0.96837,1.14159,0.73483,0.6998,0.75371,0.40197,1.79131,1.27115,1.58621,0.00023525,0.00023525,0.00023525
84,305.229,1.1927,1.02563,1.10444,0.72555,0.73333,0.75902,0.40633,1.8051,1.26851,1.60498,0.000222875,0.000222875,0.000222875
85,308.432,1.22513,1.03453,1.16406,0.73237,0.72062,0.76039,0.40114,1.80685,1.2974,1.62724,0.0002105,0.0002105,0.0002105
86,311.784,1.19372,0.99578,1.09472,0.75753,0.71416,0.75739,0.39868,1.83041,1.31097,1.63911,0.000198125,0.000198125,0.000198125
87,315.002,1.08492,0.93844,1.07805,0.79363,0.69811,0.75453,0.40047,1.83083,1.28115,1.65591,0.00018575,0.00018575,0.00018575
88,318.513,1.17913,0.9834,1.12384,0.81426,0.6913,0.72349,0.40398,1.83824,1.27606,1.68231,0.000173375,0.000173375,0.000173375
89,321.74,1.19577,0.93697,1.11052,0.82438,0.68926,0.70532,0.40384,1.83328,1.30024,1.6923,0.000161,0.000161,0.000161
90,325.009,1.18699,0.99059,1.15042,0.82454,0.68799,0.71152,0.40662,1.8663,1.31708,1.70394,0.000148625,0.000148625,0.000148625
91,389.779,1.08835,1.08233,1.0883,0.8191,0.68868,0.71541,0.40311,1.85252,1.29979,1.70958,0.00013625,0.00013625,0.00013625
92,393.539,1.09995,1.08482,1.10825,0.7987,0.68954,0.71766,0.39623,1.85805,1.27252,1.7062,0.000123875,0.000123875,0.000123875
93,396.962,1.05693,1.12185,1.09369,0.75814,0.7173,0.72197,0.41095,1.87598,1.24878,1.71763,0.0001115,0.0001115,0.0001115
94,400.292,1.16799,1.1079,1.14304,0.75503,0.72969,0.71755,0.41463,1.88854,1.23248,1.70985,9.9125e-05,9.9125e-05,9.9125e-05
95,403.691,1.1155,1.06989,1.13585,0.87662,0.64714,0.71826,0.4004,1.88842,1.21957,1.71361,8.675e-05,8.675e-05,8.675e-05
96,407.169,1.11597,1.0655,1.14988,0.85722,0.64675,0.71919,0.40018,1.89871,1.20279,1.70045,7.4375e-05,7.4375e-05,7.4375e-05
97,410.562,1.12046,1.05903,1.10283,0.7498,0.72598,0.71863,0.40215,1.90791,1.21814,1.7074,6.2e-05,6.2e-05,6.2e-05
98,413.839,1.06051,0.98672,1.09432,0.77064,0.7224,0.71552,0.39607,1.91238,1.22394,1.7002,4.9625e-05,4.9625e-05,4.9625e-05
99,417.107,1.11787,1.004,1.1174,0.76739,0.72412,0.71934,0.40317,1.91774,1.22067,1.70227,3.725e-05,3.725e-05,3.725e-05
