epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,7.11925,1.32024,5.0211,1.25491,0.00148,0.24571,0.01201,0.00718,1.24091,4.24137,1.20692,7e-05,7e-05,7e-05
2,10.2622,1.33219,4.55628,1.17403,0.00303,0.26571,0.0789,0.04896,1.3189,4.15429,1.2044,0.000148515,0.000148515,0.000148515
3,12.9835,1.29478,3.62434,1.1074,0.00551,0.29429,0.1296,0.10559,1.24767,3.98762,1.15665,0.000225446,0.000225446,0.000225446
4,15.5758,1.05965,3.02859,1.00514,0.00731,0.32571,0.10623,0.08046,1.28912,3.82629,1.1727,0.000300793,0.000300793,0.000300793
5,18.2522,1.27696,2.88321,1.07734,0.00453,0.28857,0.10977,0.08175,1.21602,3.71241,1.13843,0.000374556,0.000374556,0.000374556
6,20.5274,1.00535,2.64674,1.00677,0.00463,0.36571,0.15496,0.11331,1.20201,3.71685,1.10828,0.000446735,0.000446735,0.000446735
7,22.9846,1.23355,2.55023,1.08395,0.00477,0.37714,0.28561,0.20711,1.12239,3.46076,1.1023,0.00051733,0.00051733,0.00051733
8,25.7842,0.95653,2.09212,1.01843,0.00501,0.47429,0.28704,0.20429,1.17857,3.28401,1.12695,0.000586341,0.000586341,0.000586341
9,28.5643,1.10109,2.12578,1.04537,0.93463,0.1261,0.38064,0.23661,1.23087,2.99643,1.14954,0.000653768,0.000653768,0.000653768
10,31.4194,1.16256,2.21132,1.06984,0.90995,0.19069,0.39382,0.24413,1.26823,2.72777,1.15506,0.000719611,0.000719611,0.000719611
11,33.6029,1.02923,1.9629,1.01151,0.87121,0.13773,0.39454,0.25653,1.22794,2.68497,1.16709,0.00078387,0.00078387,0.00078387
12,36.0987,1.0949,1.92911,1.06738,0.85017,0.15774,0.41876,0.28546,1.22532,2.61075,1.16437,0.000846545,0.000846545,0.000846545
